SKU_ID,Month,On_Hand_Qty,On_Order_Qty,UOM,Warehouse,UOM_Clean,On_Order_Missing_Flag,On_Order_Qty_Clean
MM-1030,2026-03,1082,13.0,Each,WH-OHIO,EA,0,13.0
MM-1030,2026-04,932,8.0,each,WH-OHIO,EA,0,8.0
MM-1030,2026-05,1167,146.0,ea.,WH-OHIO,EA,0,146.0
MM-1030,2026-06,856,55.0,Each,WH-OHIO,EA,0,55.0
MM-1030,2026-07,1105,38.0,ea.,WH-OHIO,EA,0,38.0
MM-1031,2025-08,0,64.0,each,WH-NEVADA,EA,0,64.0
MM-1031,2025-09,117,116.0,EA,WH-NEVADA,EA,0,116.0
MM-1031,2025-10,132,102.0,Each,WH-NEVADA,EA,0,102.0
MM-1031,2025-11,184,95.0,EA,WH-NEVADA,EA,0,95.0
MM-1031,2025-12,0,90.0,each,WH-NEVADA,EA,0,90.0
MM-1031,2026-01,157,77.0,each,WH-NEVADA,EA,0,77.0
MM-1031,2026-02,165,66.0,Each,WH-NEVADA,EA,0,66.0
MM-1031,2026-03,177,97.0,Each,WH-NEVADA,EA,0,97.0
MM-1031,2026-04,157,,EA,WH-NEVADA,EA,1,0.0
MM-1031,2026-05,176,92.0,EA,WH-NEVADA,EA,0,92.0
MM-1031,2026-06,0,48.0,Each,WH-NEVADA,EA,0,48.0
MM-1031,2026-07,188,20.0,Each,WH-NEVADA,EA,0,20.0
MM-1032,2025-08,547,251.0,Each,WH-OHIO,EA,0,251.0
MM-1032,2025-09,566,207.0,each,WH-OHIO,EA,0,207.0
MM-1032,2025-10,0,163.0,each,WH-OHIO,EA,0,163.0
MM-1032,2025-11,528,106.0,each,WH-OHIO,EA,0,106.0
MM-1032,2025-12,630,299.0,Each,WH-OHIO,EA,0,299.0
MM-1032,2026-01,490,316.0,ea.,WH-OHIO,EA,0,316.0
MM-1032,2026-02,0,14.0,ea.,WH-OHIO,EA,0,14.0
MM-1032,2026-03,676,176.0,ea.,WH-OHIO,EA,0,176.0
MM-1032,2026-04,463,233.0,Each,WH-OHIO,EA,0,233.0
MM-1032,2026-05,579,227.0,EA,WH-OHIO,EA,0,227.0
MM-1032,2026-06,697,38.0,EA,WH-OHIO,EA,0,38.0
MM-1032,2026-07,515,193.0,Each,WH-OHIO,EA,0,193.0
MM-1033,2025-08,2022,318.0,EA,WH-OHIO,EA,0,318.0
MM-1033,2025-09,2269,,Each,WH-OHIO,EA,1,0.0
MM-1033,2025-10,2748,,Each,WH-OHIO,EA,1,0.0
MM-1033,2025-11,2400,343.0,each,WH-OHIO,EA,0,343.0
MM-1033,2025-12,1755,214.0,EA,WH-OHIO,EA,0,214.0
MM-1033,2026-01,2735,,each,WH-OHIO,EA,1,0.0
MM-1033,2026-02,2231,257.0,EA,WH-OHIO,EA,0,257.0
MM-1033,2026-03,1995,389.0,each,WH-OHIO,EA,0,389.0
MM-1033,2026-04,1968,241.0,EA,WH-OHIO,EA,0,241.0
MM-1033,2026-05,2658,119.0,each,WH-OHIO,EA,0,119.0
MM-1033,2026-06,0,122.0,Each,WH-OHIO,EA,0,122.0
MM-1033,2026-07,1827,331.0,each,WH-OHIO,EA,0,331.0
MM-1034,2025-08,83,23.0,ea.,WH-NEVADA,EA,0,23.0
MM-1034,2025-09,0,22.0,each,WH-NEVADA,EA,0,22.0
MM-1034,2025-10,117,54.0,Each,WH-NEVADA,EA,0,54.0
MM-1034,2025-11,0,3.0,Each,WH-NEVADA,EA,0,3.0
MM-1034,2025-12,0,34.0,Each,WH-NEVADA,EA,0,34.0
MM-1034,2026-01,88,42.0,ea.,WH-NEVADA,EA,0,42.0
MM-1034,2026-02,106,7.0,EA,WH-NEVADA,EA,0,7.0
MM-1034,2026-03,86,,EA,WH-NEVADA,EA,1,0.0
MM-1034,2026-04,86,22.0,EA,WH-NEVADA,EA,0,22.0
MM-1034,2026-05,85,73.0,Each,WH-NEVADA,EA,0,73.0
MM-1034,2026-06,0,91.0,Each,WH-NEVADA,EA,0,91.0
MM-1034,2026-07,81,31.0,ea.,WH-NEVADA,EA,0,31.0
MM-1035,2025-08,715,118.0,BOX,WH-OHIO,BOX,0,118.0
MM-1035,2025-09,643,,Box,WH-OHIO,BOX,1,0.0
MM-1035,2025-10,692,240.0,Box,WH-OHIO,BOX,0,240.0
MM-1035,2025-11,870,132.0,box,WH-OHIO,BOX,0,132.0
MM-1035,2025-12,850,159.0,Box,WH-OHIO,BOX,0,159.0
MM-1035,2026-01,0,55.0,Box,WH-OHIO,BOX,0,55.0
MM-1035,2026-02,764,274.0,BOX,WH-OHIO,BOX,0,274.0
MM-1035,2026-03,808,4.0,BOX,WH-OHIO,BOX,0,4.0
MM-1035,2026-04,514,288.0,Box,WH-OHIO,BOX,0,288.0
MM-1035,2026-05,887,312.0,box,WH-OHIO,BOX,0,312.0
MM-1035,2026-06,841,53.0,BOX,WH-OHIO,BOX,0,53.0
MM-1035,2026-07,0,61.0,Box,WH-OHIO,BOX,0,61.0
MM-1036,2025-08,211,154.0,Each,WH-OHIO,EA,0,154.0
MM-1036,2025-09,258,75.0,Each,WH-OHIO,EA,0,75.0
MM-1036,2025-10,0,176.0,Each,WH-OHIO,EA,0,176.0
MM-1036,2025-11,277,17.0,Each,WH-OHIO,EA,0,17.0
MM-1036,2025-12,285,150.0,Each,WH-OHIO,EA,0,150.0
MM-1036,2026-01,213,,ea.,WH-OHIO,EA,1,0.0
MM-1036,2026-02,352,112.0,EA,WH-OHIO,EA,0,112.0
MM-1036,2026-03,235,59.0,ea.,WH-OHIO,EA,0,59.0
MM-1036,2026-04,248,24.0,ea.,WH-OHIO,EA,0,24.0
MM-1036,2026-05,217,,EA,WH-OHIO,EA,1,0.0
MM-1036,2026-06,301,63.0,EA,WH-OHIO,EA,0,63.0
MM-1036,2026-07,0,34.0,EA,WH-OHIO,EA,0,34.0
MM-1037,2025-08,0,,EA,WH-TEXAS,EA,1,0.0
MM-1037,2025-09,333,63.0,EA,WH-TEXAS,EA,0,63.0
MM-1037,2025-10,0,111.0,each,WH-TEXAS,EA,0,111.0
MM-1037,2025-11,429,12.0,EA,WH-TEXAS,EA,0,12.0
MM-1037,2025-12,262,36.0,each,WH-TEXAS,EA,0,36.0
MM-1037,2026-01,402,174.0,EA,WH-TEXAS,EA,0,174.0
MM-1037,2026-02,308,15.0,ea.,WH-TEXAS,EA,0,15.0
MM-1037,2026-03,286,74.0,EA,WH-TEXAS,EA,0,74.0
MM-1037,2026-04,260,0.0,ea.,WH-TEXAS,EA,0,0.0
MM-1037,2026-05,0,124.0,EA,WH-TEXAS,EA,0,124.0
MM-1037,2026-06,0,44.0,Each,WH-TEXAS,EA,0,44.0
MM-1037,2026-07,0,21.0,EA,WH-TEXAS,EA,0,21.0
MM-1038,2025-08,708,104.0,PCS,WH-NEVADA,PCS,0,104.0
MM-1038,2025-09,672,187.0,Pcs,WH-NEVADA,PCS,0,187.0
MM-1038,2025-10,625,258.0,PCS,WH-NEVADA,PCS,0,258.0
MM-1038,2025-11,961,387.0,Pcs,WH-NEVADA,PCS,0,387.0
MM-1038,2025-12,935,119.0,Pcs,WH-NEVADA,PCS,0,119.0
MM-1038,2026-01,626,18.0,PCS,WH-NEVADA,PCS,0,18.0
MM-1038,2026-02,919,144.0,PCS,WH-NEVADA,PCS,0,144.0
MM-1038,2026-03,1020,254.0,Pcs,WH-NEVADA,PCS,0,254.0
MM-1038,2026-04,924,179.0,pcs,WH-NEVADA,PCS,0,179.0
MM-1038,2026-05,790,417.0,pcs,WH-NEVADA,PCS,0,417.0
MM-1038,2026-06,762,15.0,Pcs,WH-NEVADA,PCS,0,15.0
MM-1038,2026-07,980,84.0,PCS,WH-NEVADA,PCS,0,84.0
MM-1039,2025-08,481,181.0,each,WH-NEVADA,EA,0,181.0
MM-1039,2025-09,366,10.0,EA,WH-NEVADA,EA,0,10.0
MM-1039,2025-10,353,213.0,Each,WH-NEVADA,EA,0,213.0
MM-1039,2025-11,447,40.0,Each,WH-NEVADA,EA,0,40.0
MM-1039,2025-12,420,7.0,EA,WH-NEVADA,EA,0,7.0
MM-1039,2026-01,322,82.0,each,WH-NEVADA,EA,0,82.0
MM-1039,2026-02,355,150.0,each,WH-NEVADA,EA,0,150.0
MM-1039,2026-03,431,47.0,Each,WH-NEVADA,EA,0,47.0
MM-1039,2026-04,450,105.0,each,WH-NEVADA,EA,0,105.0
MM-1039,2026-05,435,196.0,ea.,WH-NEVADA,EA,0,196.0
MM-1039,2026-06,374,16.0,Each,WH-NEVADA,EA,0,16.0
MM-1039,2026-07,493,122.0,ea.,WH-NEVADA,EA,0,122.0
